customer_id,name,age,email,phone_number,flight_id,airline_name,departure_city,arrival_city,departure_date,ticket_price,class,booking_id,booking_date,status,payment_method,additional_services,departure_time,arrival_time
54700835,Tammy Frazier,19,victorialewis@example.net,9106992571,AI-KolPun,Air India,Kolkata,Pune,2025-02-07,5700.12,Business,96110016,2024-10-31,Canceled,Credit Card,Meal Preference,14:45,17:30
77059604,Cole Mendez,20,john56@example.org,9436219220,AI-BenInd,Air India,Bengaluru,Indore,2025-01-26,7003.35,Economy,29922767,2024-05-13,Confirmed,Debit Card,None,08:15,11:00
39945400,Danielle Erickson,26,toddlynch@example.org,8032562468,AI-BenHyd,Air India,Bengaluru,Hyderabad,2024-12-28,4719.39,Economy,29545000,2024-05-18,Confirmed,UPI,None,07:45,10:30
49063291,Samuel Campbell,48,robert00@example.org,7429674562,AK-KolInd,Akasa Air,Kolkata,Indore,2025-01-13,6031.2,Economy,59501593,2024-02-03,Confirmed,UPI,Extra Baggage,15:55,18:35
41808016,Stephen Daniel,43,edwardsjeremiah@example.org,7557866212,SJ-KolCha,Spice Jet,Kolkata,Chandigarh,2025-01-24,6313.27,Economy,83786411,2024-05-30,Pending,Credit Card,Meal Preference,15:35,18:30
63980775,Roger Wright,37,leelewis@example.net,6762031180,SJ-NewAhm,Spice Jet,New Delhi,Ahmadabad,2024-12-20,7144.29,Economy,74084096,2024-10-19,Pending,Credit Card,None,20:10,23:05
65235640,Jennifer Wright,20,stevensanchez@example.net,7634128182,IN-KolPun,Indigo,Kolkata,Pune,2024-12-10,7422.31,Business,32840472,2024-09-30,Canceled,UPI,Meal Preference,12:45,15:40
72714146,Richard Terrell,64,meganbrewer@example.org,7322676732,AI-MumAhm,Air India,Mumbai,Ahmadabad,2025-02-10,5126.47,Economy,14739497,2024-03-18,Confirmed,UPI,None,15:15,18:00
40311399,Nicole Clark,36,kellybrandy@example.net,8158785509,AK-KolPun,Akasa Air,Kolkata,Pune,2025-02-04,4491.33,Business,87140049,2024-06-11,Canceled,Debit Card,Meal Preference,15:35,18:15
64507123,Priscilla Davidson,63,tarnold@example.com,9910453427,AK-NewAhm,Akasa Air,New Delhi,Ahmadabad,2024-12-16,7346.82,Economy,28381853,2024-01-09,Confirmed,Debit Card,Extra Baggage,13:15,15:55
30531372,Emily Khan,49,gregoryrobinson@example.net,8172946010,SJ-MumAhm,Spice Jet,Mumbai,Ahmadabad,2025-01-15,7439.23,Business,67373801,2024-11-09,Canceled,Debit Card,Extra Baggage,17:40,20:35
78353632,Samantha Nguyen,39,brendareyes@example.com,9075223066,SJ-KolAhm,Spice Jet,Kolkata,Ahmadabad,2024-12-28,4140.06,Economy,45764480,2024-05-12,Canceled,Credit Card,None,15:10,18:05
25815245,Priscilla Pham,72,hmayer@example.com,9758933315,SJ-CheCha,Spice Jet,Chennai,Chandigarh,2024-12-21,6431.49,Economy,68860179,2024-10-07,Pending,Credit Card,Extra Baggage,13:05,16:00
66061478,Amanda Fox,77,hamiltonpatrick@example.org,8956777040,IN-KolCha,Indigo,Kolkata,Chandigarh,2025-01-17,5469.4,Business,93458584,2024-04-07,Canceled,UPI,None,11:25,14:20
51747232,Melanie Mitchell,39,diazmonica@example.net,9301182353,AK-NewPun,Akasa Air,New Delhi,Pune,2024-12-19,6896.66,Business,83550310,2024-02-17,Canceled,UPI,Extra Baggage,11:35,14:15
72883329,Stephen Crawford,36,hgonzalez@example.com,7779957193,SJ-KolHyd,Spice Jet,Kolkata,Hyderabad,2025-01-04,7151.19,Economy,48611468,2024-08-24,Confirmed,Debit Card,None,16:25,19:20
68311323,Mrs. Victoria Myers,45,robertwhite@example.org,6934582952,AK-KolGoa,Akasa Air,Kolkata,Goa,2025-01-10,7944.21,Economy,49369720,2024-10-05,Canceled,Debit Card,None,16:35,19:15
71119586,Roy Aguirre,49,zharrison@example.net,8052353909,SJ-BenGoa,Spice Jet,Bengaluru,Goa,2025-02-01,5206.41,Economy,66968073,2024-01-31,Canceled,Debit Card,Extra Baggage,11:00,13:55
50527621,Roberta Rogers,40,jennifer42@example.net,9599601260,AK-CheAhm,Akasa Air,Chennai,Ahmadabad,2025-01-17,6398.17,Economy,73768147,2024-09-25,Pending,UPI,Meal Preference,19:15,21:55
24671639,George Adams,79,elizabeth64@example.net,7103315101,AI-NewPun,Air India,New Delhi,Pune,2025-01-18,4731.83,Business,34886738,2024-09-05,Canceled,Credit Card,None,20:45,23:30
74250063,Joseph Davis,28,patrickrodgers@example.org,6346916018,AI-MumGoa,Air India,Mumbai,Goa,2024-12-24,6238.3,Economy,80992556,2024-08-10,Canceled,Credit Card,None,16:15,19:00
47503653,Amanda Bond,45,karenjohnson@example.com,9172975629,SJ-KolAhm,Spice Jet,Kolkata,Ahmadabad,2025-01-16,5322.42,Economy,65708068,2024-11-14,Canceled,Debit Card,Extra Baggage,15:10,18:05
43272628,Ryan Mata,43,margaret07@example.com,6937921747,AI-BenHyd,Air India,Bengaluru,Hyderabad,2025-02-07,4981.9,Economy,10297890,2024-02-17,Canceled,Credit Card,Meal Preference,07:45,10:30
67954981,Michael Stuart,38,ublair@example.org,9661572768,IN-CheAhm,Indigo,Chennai,Ahmadabad,2024-12-16,7799.43,Economy,46244663,2024-05-11,Confirmed,UPI,Extra Baggage,09:05,12:00
60061806,James Allen,40,fclark@example.org,6986357699,AI-CheCha,Air India,Chennai,Chandigarh,2024-12-24,7949.46,Business,58808171,2024-02-18,Pending,UPI,None,09:45,12:30
24534335,Ronald Parsons,31,williamwoods@example.com,7872363049,SJ-NewPun,Spice Jet,New Delhi,Pune,2025-01-17,7893.84,Economy,79436750,2024-07-31,Confirmed,Debit Card,Meal Preference,22:15,01:10
44582794,Tammy Lopez,33,erika22@example.com,9336172124,AK-NewCha,Akasa Air,New Delhi,Chandigarh,2024-12-23,6522.75,Business,28836159,2024-02-11,Confirmed,UPI,None,12:55,15:35
77709177,Jennifer Flores,47,warrenjones@example.com,9233770423,SJ-KolHyd,Spice Jet,Kolkata,Hyderabad,2024-12-10,7217.66,Business,10574328,2024-02-15,Confirmed,Debit Card,None,16:25,19:20
71028644,Mr. Joshua Flores DDS,71,usimpson@example.net,7368322244,AI-KolPun,Air India,Kolkata,Pune,2024-12-01,7911.47,Economy,61065264,2024-04-29,Canceled,UPI,Extra Baggage,14:45,17:30
23458837,Lisa Goodwin,26,danielleellison@example.org,7229145838,AI-BenCha,Air India,Bengaluru,Chandigarh,2025-01-08,4427.12,Economy,99000963,2024-11-08,Pending,Credit Card,Meal Preference,06:45,09:30
54302187,Sherry Oconnor,48,wilsonsean@example.net,9497276048,AI-MumCha,Air India,Mumbai,Chandigarh,2024-12-25,7598.68,Business,27278514,2024-09-29,Pending,Debit Card,Meal Preference,15:45,18:30
25070216,Benjamin Sherman,57,alex87@example.net,9913887711,IN-MumCha,Indigo,Mumbai,Chandigarh,2025-01-04,5113.1,Economy,78513512,2024-10-26,Canceled,Debit Card,Meal Preference,13:25,16:20
40968564,Brian Jones,56,grios@example.com,6381409441,SJ-MumCha,Spice Jet,Mumbai,Chandigarh,2024-12-16,7245.46,Business,28480072,2024-08-23,Pending,UPI,Meal Preference,18:05,21:00
22359657,Sarah Hampton,79,orrchristian@example.org,8693621375,IN-KolHyd,Indigo,Kolkata,Hyderabad,2025-01-25,5325.84,Business,36839234,2024-07-05,Pending,Credit Card,None,12:05,15:00
25763766,Linda Barnett,41,kwhite@example.com,9012186552,SJ-MumGoa,Spice Jet,Mumbai,Goa,2025-02-05,7097.14,Economy,70390528,2024-10-28,Canceled,Credit Card,Meal Preference,18:30,21:25
23310130,Vincent Clark,53,twood@example.org,7151502626,SJ-NewAhm,Spice Jet,New Delhi,Ahmadabad,2025-01-02,6185.31,Economy,11563844,2024-03-24,Pending,Debit Card,Meal Preference,20:10,23:05
30071213,Kelly Wheeler,21,james12@example.org,8386343511,AK-KolInd,Akasa Air,Kolkata,Indore,2024-12-17,7503.65,Business,59991394,2024-02-05,Pending,Credit Card,None,15:55,18:35
43471012,Jose Andrews,27,angela70@example.net,7367543513,AI-KolPun,Air India,Kolkata,Pune,2025-01-18,5801.83,Business,45695253,2024-01-24,Canceled,Credit Card,Extra Baggage,14:45,17:30
44829125,David Kennedy,33,ebender@example.com,7218220666,IN-NewGoa,Indigo,New Delhi,Goa,2025-01-24,6280.11,Economy,93110419,2024-09-15,Pending,Debit Card,Meal Preference,15:45,18:40
22325605,Jessica Arias,65,leepeter@example.com,8728382779,AK-BenGoa,Akasa Air,Bengaluru,Goa,2024-12-02,6123.68,Business,57598836,2024-01-30,Pending,Debit Card,Extra Baggage,20:35,23:15
20548005,Joshua Allen,43,lkane@example.net,8045875487,AK-KolGoa,Akasa Air,Kolkata,Goa,2025-01-09,4981.1,Economy,34763302,2024-09-21,Canceled,UPI,Meal Preference,16:35,19:15
58865845,Sheila Adams,41,paulmccall@example.org,9695325003,AK-KolPun,Akasa Air,Kolkata,Pune,2025-01-24,5417.52,Business,85687485,2024-03-12,Confirmed,Debit Card,Extra Baggage,15:35,18:15
20972177,Maureen Gilbert,80,jennifergutierrez@example.org,6328169020,AK-ChePun,Akasa Air,Chennai,Pune,2024-12-18,5030.14,Economy,67154201,2024-08-29,Canceled,Debit Card,None,17:35,20:15
46905531,Nathaniel Mckinney,39,peterblanchard@example.org,6780925520,AI-KolGoa,Air India,Kolkata,Goa,2024-12-17,4003.47,Business,39531013,2024-10-17,Canceled,UPI,Extra Baggage,13:15,16:00
29760861,Kelli Choi,51,wstevens@example.com,7110482992,AI-BenHyd,Air India,Bengaluru,Hyderabad,2025-01-30,4887.87,Business,99083886,2024-05-26,Pending,Credit Card,None,07:45,10:30
43546423,Jacob Garcia,38,meyermatthew@example.com,9233344456,AI-NewHyd,Air India,New Delhi,Hyderabad,2024-12-25,7696.96,Economy,61116740,2024-03-14,Confirmed,UPI,Meal Preference,19:45,22:30
54786623,Ronnie Turner,52,matthewcarter@example.net,6100371840,SJ-BenAhm,Spice Jet,Bengaluru,Ahmadabad,2024-12-13,7582.4,Business,28118603,2024-02-24,Canceled,Credit Card,Extra Baggage,10:10,13:05
79069188,Rachel Dickson,38,randy48@example.org,8736542824,AI-KolAhm,Air India,Kolkata,Ahmadabad,2025-02-13,5600.26,Economy,18917021,2024-09-15,Confirmed,Credit Card,Extra Baggage,12:15,15:00
39896585,Rodney Johnson,68,michellechapman@example.org,6419624196,SJ-MumAhm,Spice Jet,Mumbai,Ahmadabad,2025-01-24,4688.78,Business,24099912,2024-05-26,Canceled,UPI,Meal Preference,17:40,20:35
31592582,Caitlin Doyle,26,emoore@example.org,6661735766,IN-BenCha,Indigo,Bengaluru,Chandigarh,2024-12-01,7954.46,Business,22131670,2024-01-16,Canceled,UPI,Meal Preference,07:25,10:20
48240869,Barbara Smith,71,tracymartin@example.org,9277298899,IN-NewInd,Indigo,New Delhi,Indore,2025-01-03,7090.24,Economy,83753730,2024-08-21,Confirmed,Credit Card,Extra Baggage,16:25,19:20
46843362,Amanda Landry,65,bradfordcynthia@example.org,9950832944,IN-BenHyd,Indigo,Bengaluru,Hyderabad,2025-02-07,6856.72,Business,74078318,2024-03-07,Canceled,UPI,Extra Baggage,08:05,11:00
38346863,Norman Clark,66,richard12@example.net,7810281344,SJ-CheCha,Spice Jet,Chennai,Chandigarh,2025-01-25,7401.03,Business,20424644,2024-08-21,Pending,Credit Card,Meal Preference,13:05,16:00
41043354,James Clark,41,stoutbeth@example.org,7514216460,AK-NewAhm,Akasa Air,New Delhi,Ahmadabad,2024-12-11,7039.95,Economy,34194924,2024-02-16,Confirmed,UPI,Meal Preference,13:15,15:55
59744256,Nicole Sanders,47,bsmith@example.org,7967643727,IN-CheAhm,Indigo,Chennai,Ahmadabad,2024-12-17,7220.61,Economy,79956565,2024-10-19,Confirmed,Credit Card,None,09:05,12:00
21628100,Michael Rodriguez,23,tcombs@example.com,6206608693,AI-CheHyd,Air India,Chennai,Hyderabad,2025-02-12,5568.61,Economy,20781362,2024-03-10,Pending,Debit Card,None,10:45,13:30
57843832,Gina Peterson,80,brandy59@example.com,9356519092,AI-KolPun,Air India,Kolkata,Pune,2025-01-30,6850.77,Business,65407868,2024-04-10,Canceled,UPI,Extra Baggage,14:45,17:30
40659567,John Hester,53,rebecca62@example.org,9174626227,SJ-MumPun,Spice Jet,Mumbai,Pune,2024-12-28,4783.56,Business,46776735,2024-06-19,Pending,UPI,Extra Baggage,19:45,22:40
24216748,James Hodge,21,warrentara@example.com,9119222118,SJ-KolAhm,Spice Jet,Kolkata,Ahmadabad,2025-02-09,4877.65,Business,21461856,2024-05-19,Canceled,Credit Card,None,15:10,18:05
24929844,Leslie Graham MD,33,brendamiller@example.org,8528296441,AI-MumInd,Air India,Mumbai,Indore,2024-12-10,4220.86,Business,33563765,2024-10-17,Confirmed,Debit Card,Meal Preference,17:15,20:00
28098867,Jennifer Castillo,47,spencershawn@example.net,9654016546,AK-BenPun,Akasa Air,Bengaluru,Pune,2025-02-08,7927.3,Business,88490632,2024-08-02,Confirmed,UPI,None,19:35,22:15
56632555,Adrienne Jones,73,ernest95@example.com,7131666561,AK-BenGoa,Akasa Air,Bengaluru,Goa,2024-12-03,6161.75,Business,81029786,2024-07-16,Pending,Credit Card,Extra Baggage,20:35,23:15
39208164,Rodney Howell,64,zrodriguez@example.net,9283539137,IN-KolCha,Indigo,Kolkata,Chandigarh,2025-02-04,4246.92,Economy,46889101,2024-08-20,Pending,Debit Card,None,11:25,14:20
76345082,Michael Poole,65,heather91@example.org,7981450306,SJ-KolCha,Spice Jet,Kolkata,Chandigarh,2024-12-20,4225.09,Economy,86678857,2024-02-22,Confirmed,UPI,Extra Baggage,15:35,18:30
48375310,Mary Hicks,31,cmartin@example.com,9797001676,AI-BenPun,Air India,Bengaluru,Pune,2025-01-23,5487.58,Business,32058615,2024-04-01,Canceled,UPI,Extra Baggage,08:45,11:30
38842812,Linda Murphy,35,james77@example.net,8693707920,AK-KolPun,Akasa Air,Kolkata,Pune,2024-12-12,7294.1,Business,10227017,2024-08-18,Canceled,Credit Card,Meal Preference,15:35,18:15
30584815,Megan Mcintosh,33,stevenstimothy@example.org,8288701994,AK-MumGoa,Akasa Air,Mumbai,Goa,2025-01-08,4275.15,Economy,86132921,2024-01-13,Canceled,UPI,Extra Baggage,14:35,17:15
57759554,Jessica Hopkins,23,aking@example.net,7922708624,AI-NewInd,Air India,New Delhi,Indore,2024-12-12,4360.27,Business,62586818,2024-08-20,Canceled,Debit Card,Extra Baggage,20:15,23:00
37564288,Brandon Riley,38,knoxjoel@example.org,8279660212,AI-BenGoa,Air India,Bengaluru,Goa,2025-01-12,7457.14,Business,38424622,2024-08-06,Pending,Debit Card,None,07:15,10:00
67361779,Heather Thornton,74,kempmelissa@example.com,9938356872,AK-KolHyd,Akasa Air,Kolkata,Hyderabad,2025-01-01,6868.04,Economy,80696463,2024-10-28,Canceled,Debit Card,Meal Preference,16:15,18:55
58456107,Chelsey Stephenson,48,oavila@example.com,6158942900,SJ-KolCha,Spice Jet,Kolkata,Chandigarh,2025-01-17,7962.66,Business,92147247,2024-08-18,Canceled,UPI,Extra Baggage,15:35,18:30
27846073,Tracy Robinson,30,barnesanthony@example.net,9406401546,IN-CheAhm,Indigo,Chennai,Ahmadabad,2025-01-09,5065.16,Business,36271019,2024-09-11,Pending,UPI,Meal Preference,09:05,12:00
41424861,Patrick Blackwell,43,brocktravis@example.net,9297435495,IN-KolAhm,Indigo,Kolkata,Ahmadabad,2025-02-13,6496.39,Business,96477567,2024-05-08,Pending,UPI,Extra Baggage,11:05,14:00
61791577,Travis Freeman,57,droberts@example.net,7147606264,AK-KolGoa,Akasa Air,Kolkata,Goa,2024-12-23,5022.6,Business,37214314,2024-08-25,Pending,Credit Card,None,16:35,19:15
56896725,Carmen Gonzalez,61,vgonzalez@example.org,9951528374,AI-CheAhm,Air India,Chennai,Ahmadabad,2025-01-29,4123.6,Economy,84905426,2024-02-12,Confirmed,UPI,None,09:15,12:00
45683416,Mrs. Andrea Morris,37,joshua63@example.org,8825438215,AI-MumGoa,Air India,Mumbai,Goa,2025-02-09,7742.64,Economy,51729761,2024-03-14,Pending,Debit Card,Extra Baggage,16:15,19:00
40414371,Charles Fischer,55,brittanymoody@example.net,7491797028,SJ-NewPun,Spice Jet,New Delhi,Pune,2025-01-07,5159.79,Business,31703827,2024-08-09,Confirmed,Debit Card,None,22:15,01:10
75461897,Austin Mays,39,annetterobertson@example.org,6337889492,SJ-KolAhm,Spice Jet,Kolkata,Ahmadabad,2024-12-07,7063.33,Business,15519677,2024-10-10,Canceled,Debit Card,None,15:10,18:05
69882408,Randy Smith,73,paul56@example.com,6063614773,AI-MumGoa,Air India,Mumbai,Goa,2025-01-30,5641.07,Economy,85592655,2024-07-02,Pending,UPI,None,16:15,19:00
54181032,Kristine Taylor,60,lwhite@example.net,7188663062,AI-MumGoa,Air India,Mumbai,Goa,2025-01-26,5132.18,Economy,38303047,2024-10-01,Pending,UPI,None,16:15,19:00
79606896,Justin Griffin,56,pholland@example.org,9616404599,AK-MumInd,Akasa Air,Mumbai,Indore,2025-02-08,6494.18,Economy,21812528,2024-11-07,Pending,Credit Card,Extra Baggage,13:55,16:35
63031211,Rachel Morgan,55,brookskayla@example.com,8673553927,AI-NewHyd,Air India,New Delhi,Hyderabad,2025-01-25,5714.07,Economy,29442526,2024-03-01,Canceled,UPI,None,19:45,22:30
24979143,Brandy Baker,43,connie94@example.org,8796562437,SJ-NewHyd,Spice Jet,New Delhi,Hyderabad,2025-02-13,6396.37,Business,96418045,2024-08-31,Pending,UPI,Meal Preference,21:25,00:20
75099615,Maria Walker,44,lawrence28@example.net,7541968979,IN-CheHyd,Indigo,Chennai,Hyderabad,2025-01-24,5698.19,Economy,42401075,2024-07-02,Pending,Debit Card,None,10:05,13:00
26478223,Dustin Lee,22,imurphy@example.com,6175885053,AK-NewPun,Akasa Air,New Delhi,Pune,2024-12-14,7063.98,Business,71505850,2024-08-04,Pending,Debit Card,Meal Preference,11:35,14:15
79426316,Ashley Johnson,66,steven57@example.net,7127292342,AK-NewCha,Akasa Air,New Delhi,Chandigarh,2025-01-20,4961.06,Economy,54585847,2024-10-17,Pending,Debit Card,Extra Baggage,12:55,15:35
47060949,Christopher Santos,37,william65@example.org,9607266951,AI-ChePun,Air India,Chennai,Pune,2024-12-03,4055.97,Economy,10252951,2024-07-31,Canceled,Debit Card,Extra Baggage,11:45,14:30
67616718,Teresa Price,20,jacksonjulie@example.com,9973913048,AK-BenHyd,Akasa Air,Bengaluru,Hyderabad,2025-01-30,7487.74,Business,25968845,2024-03-31,Canceled,UPI,Extra Baggage,20:15,22:55
27141135,Nicholas Garcia,23,zdyer@example.com,8919383899,AK-BenCha,Akasa Air,Bengaluru,Chandigarh,2024-12-02,4964.45,Business,54993044,2024-09-22,Canceled,Credit Card,Meal Preference,20:55,23:35
52538585,Kristen Robinson,57,jennifer72@example.com,8332768528,AI-NewInd,Air India,New Delhi,Indore,2025-02-04,5754.47,Economy,60499527,2024-07-09,Pending,UPI,Meal Preference,20:15,23:00
63087290,Joseph Chen,73,tiffanyalexander@example.org,6866145305,AI-MumHyd,Air India,Mumbai,Hyderabad,2025-01-09,4701.33,Economy,37740639,2024-02-23,Pending,Credit Card,Extra Baggage,16:45,19:30
21722194,Taylor Webster,51,kennethklein@example.org,8872950795,SJ-MumCha,Spice Jet,Mumbai,Chandigarh,2025-02-14,5988.37,Business,89370062,2024-06-20,Confirmed,Debit Card,Extra Baggage,18:05,21:00
26160456,Sheila Larson,61,andrew48@example.org,6903382060,AI-MumPun,Air India,Mumbai,Pune,2025-02-04,6079.51,Economy,58926005,2024-04-10,Pending,Debit Card,None,17:45,20:30
41803226,Dwayne Martinez,71,aaronrowe@example.net,8647470114,AK-BenCha,Akasa Air,Bengaluru,Chandigarh,2024-12-10,4997.69,Economy,61953883,2024-11-05,Pending,UPI,None,20:55,23:35
38716373,Heather Carter DDS,57,jonesrichard@example.com,9249741165,AI-NewHyd,Air India,New Delhi,Hyderabad,2025-01-07,7481.55,Economy,21647405,2024-08-06,Confirmed,UPI,Extra Baggage,19:45,22:30
53315858,Joshua Wise,73,nbullock@example.org,7680847820,SJ-MumGoa,Spice Jet,Mumbai,Goa,2025-01-02,5504.0,Economy,69242423,2024-05-09,Confirmed,Debit Card,Extra Baggage,18:30,21:25
39655151,Robert Hill,45,cynthia97@example.net,6147659000,AK-KolAhm,Akasa Air,Kolkata,Ahmadabad,2024-12-04,6666.95,Business,13392025,2024-04-28,Confirmed,Debit Card,None,17:15,19:55
54925399,Timothy Ford,32,rosariosergio@example.com,9451043660,SJ-BenInd,Spice Jet,Bengaluru,Indore,2025-01-26,7058.0,Business,56331650,2024-09-30,Pending,Debit Card,Extra Baggage,11:50,14:45
32695177,Mr. Kenneth Johnson,74,brooke70@example.net,8072648999,IN-CheAhm,Indigo,Chennai,Ahmadabad,2025-01-22,4222.85,Business,48076945,2024-08-16,Confirmed,Debit Card,Meal Preference,09:05,12:00
56080412,Sarah Yoder,29,msanders@example.org,8069824843,AI-KolInd,Air India,Kolkata,Indore,2025-02-13,4041.58,Economy,42859172,2024-05-31,Confirmed,Credit Card,Extra Baggage,14:15,17:00
68386311,Benjamin Freeman,79,nmurphy@example.com,9532665039,SJ-NewInd,Spice Jet,New Delhi,Indore,2025-02-08,7669.81,Economy,92763722,2024-04-22,Canceled,Debit Card,Meal Preference,21:50,00:45
21366787,Russell Rios,58,oduran@example.org,9558574891,SJ-NewCha,Spice Jet,New Delhi,Chandigarh,2024-12-03,6570.13,Economy,83774662,2024-10-19,Confirmed,UPI,Meal Preference,20:35,23:30
79814490,Melinda Schaefer,60,victoriahiggins@example.org,8868539949,AI-MumInd,Air India,Mumbai,Indore,2025-01-10,5867.9,Economy,34922300,2024-09-19,Confirmed,Credit Card,None,17:15,20:00
61277955,Mr. Harry Riggs PhD,32,smithjamie@example.org,6622421373,SJ-NewCha,Spice Jet,New Delhi,Chandigarh,2025-01-31,7698.78,Business,27362348,2024-04-10,Pending,UPI,Extra Baggage,20:35,23:30
67366591,Nicole Farley,29,matthewsweeney@example.com,9772293158,IN-MumCha,Indigo,Mumbai,Chandigarh,2024-12-07,4588.24,Business,90374739,2024-04-22,Confirmed,Credit Card,Meal Preference,13:25,16:20
63264073,Jamie Bowen,58,jessicaharris@example.com,7126931242,IN-NewPun,Indigo,New Delhi,Pune,2024-12-24,6805.82,Business,76375199,2024-01-20,Confirmed,UPI,None,16:45,19:40
64139240,Richard Ferguson,80,brian32@example.org,7552470700,IN-NewCha,Indigo,New Delhi,Chandigarh,2024-12-08,4455.62,Economy,29413887,2024-01-17,Pending,UPI,Meal Preference,15:25,18:20
28682182,Jennifer Cortez,43,estesstephen@example.com,9407053457,AK-KolHyd,Akasa Air,Kolkata,Hyderabad,2025-01-13,7138.95,Business,44430094,2024-01-24,Confirmed,UPI,Meal Preference,16:15,18:55
43275644,Christopher Daniels,27,kara10@example.com,7265222251,SJ-NewHyd,Spice Jet,New Delhi,Hyderabad,2025-01-15,7846.34,Economy,12193221,2024-11-01,Canceled,UPI,Extra Baggage,21:25,00:20
44061116,Jeffrey Aguirre,43,batesjeffrey@example.com,8429689555,SJ-BenAhm,Spice Jet,Bengaluru,Ahmadabad,2025-01-27,7096.4,Business,10477077,2024-04-21,Canceled,UPI,None,10:10,13:05
